BIL      ,LONGITUD,LATITUD,"KOD FASILITI
","NAMA
","ALAMAT 
",POSKOD           ,LOKASI                             ,PEJABAT KESIHATAN DAERAH,"BANDAR
",DAERAH           ,"NEGERI
",PURATA BEBAN KERJA SEHARI,"JENIS KLINIK (BERDASARKAN PURATA BEBAN KERJA SEHARI)                                                                                                                                 KK1 = >800, KK2 = 500-800, KK3 = 300-500, KK4 =150 -300, KK5 = 100-150, KK6 = 50-100, KK7 = <50",NO TELEFON                          ,NO FAX             ,VAKSIN BCG (Tuberculosis),VAKSIN HEP B (Hepatitis B),"VAKSIN DTaP-Hib/IPV (Difteria, Tetanus, Pertusis, Hemophilus Influenza B, Polio)","VAKSIN MMR (Measles, Mumps, Rubella)",VAKSIN JE (Japaneese Encephalitis),VAKSIN Measles
826,110.437890,1.659020,21-13110044,KK BAKO,"JALAN BAKO, KAMPUNG BAKO",93150,BANDAR,PK BAHAGIAN KUCHING,BAKO,KUCHING,SARAWAK,72,KK6,082-475967 / 082-431391,082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
827,110.270610,1.511020,21-13110050,KK BATU KAWA,"JALAN ENG SING, OFF JALAN STAPOK, BATU KAWA",93250,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,656,KK2,082-688518,082-685829,Ada,Ada,Ada,Ada,Ada,Tiada
828,110.370320,1.701720,21-13110067,KK BUNTAL,JALAN TENGAH,93050,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,44,KK7,082-846493,082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
829,110.286048,1.316243,21-13110068,KK BUNUK,KLINIK JALAN PUNCAK BORNEO,93250,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,35,KK7,082-765963,082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
830,110.333800,1.464260,21-13110084,KK KOTA SENTOSA,"KOTA SENTOSA, JALAN STAKAN",93250,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,670,KK2,082-626080 / 082-626078/ 082-626079,082-626090,Ada,Ada,Ada,Ada,Ada,Tiada
831,110.342823,1.557219,21-13110129,KK JALAN MASJID,JALAN MASJID,93400,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,784,KK2,082-427110 / 082-257867,082-414542,Ada,Ada,Ada,Ada,Ada,Tiada
832,110.259540,1.162600,21-13110165,KK PADAWAN,JALAN PUNCAK BORNEO,93250,LUAR BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,31,KK7,016-8566534,082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
833,110.315037,1.718688,21-13110181,KK SANTUBONG,JALAN SULTAN TENGAH,93050,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,36,KK7,082-846439,082-846439,Ada,Ada,Ada,Ada,Ada,Tiada
834,110.404740,1.360840,21-13110195,KK SIBURAN,"KM 27, JALAN KUCHING/SERIAN",94200,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,359,KK3,082-864202,082-862417,Ada,Ada,Ada,Ada,Ada,Tiada
835,110.380385,1.551387,21-13110209,KK TANAH PUTEH,"TANAH PUTEH, JALAN PENDING",93450,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,373,KK3,082-344011/ 082-482573 / 342011,082-342019,Ada,Ada,Ada,Ada,Ada,Tiada
836,110.208590,1.674260,21-13110218,KK TELAGA AIR,"JALAN MATANG, KAMPUNG TELAGA AIR",93050,LUAR BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,57,KK6,082-843200,082-843200,Ada,Ada,Ada,Ada,Ada,Tiada
837,110.369081,1.207677,21-13110219,KK TENG BUKAP,"TENG BUKAP, KM 15 JLN PADAWAN",93250,LUAR BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,46,KK7,082-750530 / 011-217104,082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
838,110.336573,1.536026,21-13110220,KK TG.EMBANG,KAMPUNG TANJUNG EMBANG,93150,LUAR BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,17,KK7,082-226454/ 082-257867 (PKB),082-414542 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
839,110.286048,1.316243,21-13110388,KK BRAANG BAYOR,KM 20 JALAN PUNCAK BORNEO,93050,LUAR BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,64,KK6,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
840,110.337471,1.590886,21-13110389,KK PETRA JAYA,"LOT 8196,8197,8200,8201 DAN 3218 SECT.018,K.T.L.D., JALAN SIOL KANAN,PETRA JAYA",93050,BANDAR,PK BAHAGIAN KUCHING,KUCHING,KUCHING,SARAWAK,599,KK2,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
841,115.622922,3.986524,21-13120054,KK BA KELALAN,"PEKAN BA KELALAN, 98700 LIMBANG",98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,59,KK6,085-283781 (PKD),085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
842,115.424752,4.952106,21-13120087,KK KUALA LAWAS,BANDAR KUALA LAWAS,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,18,KK7,011-211549,085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
843,115.404700,4.854540,21-13120096,KK LAWAS,JALAN HOSPITAL,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,104,KK5,085-284870/ 082-284470,085-283237,Ada,Ada,Ada,Ada,Ada,Tiada
844,115.589957,4.215724,21-13120115,KK LONG SEMADOH,LONG SEMANDOH,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,19,KK7,085-283781 (PKD),085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
845,115.488120,4.552892,21-13120116,KK LONG SUKANG,LONG SUKANG,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,26,KK7,085-623004,085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
846,115.505640,4.962370,21-13120126,KK MERAPOK,"MERAPOK, JALAN SINDUMIN",98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,25,KK7,087-811090,085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
847,115.206373,4.892264,21-13120204,KK SUNDAR,PEKAN SUNDAR,98800,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,55,KK6,085-264233,085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
848,115.553083,3.568967,21-13120210,KK TANG LAPADAN,TANG LAPADAN,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,24,KK7,085-283781 (PKD),085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
849,115.276210,4.785560,21-13120223,KK TRUSAN,PEKAN TRUSAN,98850,LUAR BANDAR,PK LAWAS,LAWAS,LAWAS,SARAWAK,38,KK7,085-282380,085-285993 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
850,114.827844,4.659445,21-13130049,KK BATU DANAU,BATU DANAU,98700,LUAR BANDAR,PK BAHAGIAN LIMBANG,LIMBANG,LIMBANG,SARAWAK,40,KK7,085-240010,085-213294 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
851,114.900520,4.388000,21-13130089,KK KUALA MEDALAM,PEKAN KUALA MENDALAM,99700,LUAR BANDAR,PK BAHAGIAN LIMBANG,LIMBANG,LIMBANG,SARAWAK,15,KK7,085-211166 (PKD),085-213294 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
852,114.914934,4.469025,21-13130141,KK NANGA MEDAMIT,PEKAN NANGA MENDAMIT,98700,LUAR BANDAR,PK BAHAGIAN LIMBANG,LIMBANG,LIMBANG,SARAWAK,21,KK7,085-211166 (PKD),085-213294 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
853,113.127920,2.288590,21-13130143,KK NANGA MERIT,KAMPUNG NANGA MERIT,98700,LUAR BANDAR,PK BAHAGIAN KAPIT,KAPIT,LIMBANG,SARAWAK,26,KK7,085-211166 (PKD),085-213294 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
854,115.066040,4.555890,21-13130172,KK PENGANAN,PENGANAN,98700,LUAR BANDAR,PK BAHAGIAN LIMBANG,LIMBANG,LIMBANG,SARAWAK,53,KK6,085-211166 (PKD),085-213294 (PKD),Ada,Ada,Ada,Ada,Ada,Tiada
855,111.861593,1.125829,21-13140048,KK BATANG AI,"BATANG AI, SRI AMAN",95900,LUAR BANDAR,PK BAHAGIAN SRI AMAN,LUBOK ANTU,LUBOK ANTU,SARAWAK,86,KK6,083-322072,083-323220 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
856,111.638972,1.137979,21-13140073,KK ENGKILILI,PEKAN ENGKILILI,95900,LUAR BANDAR,PK BAHAGIAN SRI AMAN,SRI AMAN,LUBOK ANTU,SARAWAK,75,KK6,083-563004,083-323220 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
857,111.836100,1.041780,21-13140118,KK LUBOK ANTU,PEKAN LUBOK ANTU,95007,LUAR BANDAR,PK BAHAGIAN SRI AMAN,SRI AMAN,LUBOK ANTU,SARAWAK,61,KK5,083-584105,083-584105,Ada,Ada,Ada,Ada,Ada,Tiada
858,111.751213,1.178780,21-13140127,KK MERINDUN,"MERINDUN, SRI AMAN",95900,LUAR BANDAR,PK BAHAGIAN SRI AMAN,LUBOK ANTU,LUBOK ANTU,SARAWAK,31,KK7,083-563474,083-323220 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
859,111.783169,1.229621,21-13140140,KK NANGA KESIT,"NANGA KESIT, SRI AMAN",95900,LUAR BANDAR,PK BAHAGIAN SRI AMAN,LUBOK ANTU,LUBOK ANTU,SARAWAK,16,KK7,011-221154,083-323220 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
860,111.832770,1.335922,21-13140147,KK NANGA PATOH,"NANGA PATOH, SRI AMAN",95900,LUAR BANDAR,PK BAHAGIAN SRI AMAN,LUBOK ANTU,LUBOK ANTU,SARAWAK,14,KK7,083-584105 (PKD),083-323220 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
861,109.681340,1.618960,21-13150062,KK BIAWAK,KAMPUNG BIAWAK,94500,LUAR BANDAR,PKD LUNDU,LUNDU,LUNDU,SARAWAK,52,KK6,082-322977,082-735055 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
862,109.776255,1.808979,21-13150191,KK SEMATAN,"JALAN SUNGAI KILANG, SEMATAN",94100,LUAR BANDAR,PKD LUNDU,LUNDU,LUNDU,SARAWAK,70,KK6,082-711340,082-711136,Ada,Ada,Ada,Ada,Ada,Tiada
863,110.013990,1.686720,21-13150193,KK SAMPADI,KAMPUNG SAMPADI,94500,LUAR BANDAR,PKD LUNDU,LUNDU,LUNDU,SARAWAK,20,KK7,082-735311 (PKD),082-735055 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
864,110.099584,1.692052,21-13150201,KK STOH RAMBUNGAN,KAMPUNG RAMBUNGAN,94500,LUAR BANDAR,PKD LUNDU,LUNDU,LUNDU,SARAWAK,17,KK7,013-8207847 (JM),082-735055 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
865,111.637140,2.164390,21-13160063,KK BINTANGOR,PEKAN BINTAGOR,96500,LUAR BANDAR,PKD MERADONG,BINTANGOR,MERADONG,SARAWAK,355,KK3,084-693333,084-691205,Ada,Ada,Ada,Ada,Ada,Tiada
866,115.467230,3.740520,21-13170047,KK BARIO,PEKAN BARIO,98050,LUAR BANDAR,PKD MARUDI,BARAM,MARUDI,SARAWAK,13,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
867,114.094704,3.977317,21-13170060,KK BELURU,"BELURU, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,81,KK6,085-744245,-,Ada,Ada,Ada,Ada,Ada,Tiada
868,114.732075,3.794918,21-13170098,KK LONG BEDIAN,"RUMAH PANJANG LONG BEDIAN, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,38,KK7,011-295192,-,Ada,Ada,Ada,Ada,Ada,Tiada
869,114.957860,2.983110,21-13170099,KK LONG JEEH,"KAMPUNG LONG JEEH, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,6,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
870,114.116242,3.587491,21-13170100,KK LONG JEGAN,"KAMPUNG LONG JEGAN, BARAM",98050,LUAR BANDAR,PKD MARUDI,MIRI,MARUDI,SARAWAK,10,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
871,114.907333,3.802000,21-13170101,KK LONG KEVOK,"KAMPUNG LONG KEVOK, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,10,KK7,013-2865608,-,Ada,Ada,Ada,Ada,Ada,Tiada
872,115.153885,3.420979,21-13170102,KK LONG LELLANG,"KAMPUNG LONG LELLANG, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,5,KK7,085-755511 (PKD),-,Ada,Ada,Ada,Ada,Ada,Tiada
873,114.427199,3.588010,21-13170103,KK LONG MIRI,"KAMPUNG LONG MIRI, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,11,KK7,013-2865606,-,Ada,Ada,Ada,Ada,Ada,Tiada
874,114.596903,3.328910,21-13170104,KK LONG NAAH,"KAMPUNG LONG NAAH, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,7,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
875,114.541716,3.948748,21-13170105,KK LONG PANAI,"KAMPUNG LONG PANAI, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,7,KK7,085-755511 (PKD),-,Ada,Ada,Ada,Ada,Ada,Tiada
876,114.429130,3.484350,21-13170106,KK LONG PILLAH,"KAMPUNG LONG PILAH, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,11,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
877,114.782210,3.295680,21-13170107,KK LONG SAN,"KAMPUNG LONG SAN, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,25,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
878,114.151830,3.613640,21-13170108,KK LONG TERAN,"KAMPUNG LONG TERAN, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,12,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
879,115.221629,3.169665,21-13170110,KK LIO MATO,"KAMPUNG LIO MATO, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,10,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
880,115.391370,3.205510,21-13170111,KK LONG BANGA,"RUMAH PANJANG LONG BANGA, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,20,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
881,114.591780,3.859250,21-13170112,KK LONG BEMANG,"RUMAH PANJANG LONG BEMANG, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,14,KK7,085-755511 (PKD),-,Ada,Ada,Ada,Ada,Ada,Tiada
882,114.405176,3.762499,21-13170113,KK LONG LAMA,"KAMPUNG LONG LAMA, BARAM",98050,LUAR BANDAR,PKD BAHAGIAN MIRI,MIRI,MARUDI,SARAWAK,91,KK6,085-755511,-,Ada,Ada,Ada,Ada,Ada,Tiada
883,114.116675,3.448402,21-13170114,KK LONG LOYANG,"KAMPUNG LONG LOYANG, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,20,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
884,114.244486,3.863783,21-13170117,KK LONG TERU,KAMPUNG LONG TERU,98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,6,KK7,085-775100,-,Ada,Ada,Ada,Ada,Ada,Tiada
885,114.797241,4.032355,21-13170208,KK TAMAN NEGARA MULU,TAMAN NEGARA MULU,98050,LUAR BANDAR,PKD MARUDI,BARAM,MARUDI,SARAWAK,16,KK7,085-792115 / 011-2212344,-,Ada,Ada,Ada,Ada,Ada,Tiada
886,111.464852,1.581368,21-13170229,KK ULU TERU,"ULU TERU, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,15,KK7,013-2865607,-,Ada,Ada,Ada,Ada,Ada,Tiada
887,115.076194,3.056713,21-13170347,KK LONG MOH,KAMPUNG LONG MOH,98000,LUAR BANDAR,PKD MARUDI,BARAM,MARUDI,SARAWAK,6,KK7,-,-,Ada,Ada,Ada,Ada,Ada,Tiada
888,115.069158,3.973911,21-13170348,KK LONG SERIDAN,KAMPUNG LONG SERIDAN,98000,LUAR BANDAR,PKD BAHAGIAN MIRI,MIRI,MARUDI,SARAWAK,6,KK7,085-474722,-,Ada,Ada,Ada,Ada,Ada,Tiada
889,115.553627,3.567309,21-13170255,KK PA' DALIH,"JALAN KAYU BALAK, BARAM",98050,LUAR BANDAR,PKD MARUDI,MARUDI,MARUDI,SARAWAK,37,KK7,085-755511 (PKD),-,Ada,Ada,Ada,Ada,Ada,Tiada
890,111.710030,2.822030,21-13180086,KK KUALA IGAN,"KAMPUNG IGAN, DARO",96300,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,26,KK7,084-848306,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
891,111.463300,2.710470,21-13180088,KK KUALA MATU,KAMPUNG KUALA MATU,96250,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,31,KK7,084-807618,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
892,111.532523,2.675341,21-13180122,KK MATU,PEKAN MATU,96000,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,35,KK7,084-832236,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
893,111.709433,2.635692,21-13180171,KK NANGA PASSIN,KAMPUNG NANGA PASSIN,96000,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,10,KK7,017-2100009 / 011-213043,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
894,111.837040,2.601350,21-13180176,KK RASSAU,"BATANG AIR, KAMPUNG RASAU",96000,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,12,KK7,010-8771382,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
895,111.515198,2.638119,21-13180221,KK TIAN,KAMPUNG TIAN,96250,LUAR BANDAR,PKD MATU,MATU,MATU,SARAWAK,50,KK6,084-832733,084-832733,Ada,Ada,Ada,Ada,Ada,Tiada
896,113.747690,3.794740,21-13190052,KK BATU NIAH,"BATU NIAH, MIRI",98200,LUAR BANDAR,PKD MARUDI,BARAM,MIRI,SARAWAK,198,KK4,085-737710,085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
897,113.847370,4.058100,21-13190056,KK BEKENU,KAMPUNG BEKENU,98150,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,100,KK5,085-719003,085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
898,113.888696,3.873910,21-13190094,KK LADANG TIGA,PEKAN LADANG TIGA,98120,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,58,KK6,085-424722 (PKB),085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
899,113.991640,4.395610,21-13190128,KK BANDAR MIRI,"BANDAR MIRI, JALAN MERBAU",98800,BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,923,KK1,085-412322,085-411457,Ada,Ada,Ada,Ada,Ada,Tiada
900,113.625350,3.712650,21-13190203,KK SUAI TEGAGENG,KAMPUNG SUAI TEGAGENG,98000,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,29,KK7,085-740047 / 011-218210,085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
901,114.023710,4.482840,21-13190225,KK TUDAN,"JALAN TUDAN PERMYJAYA, LUTONG",98100,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,677,KK2,085-654404,085-664127,Ada,Ada,Ada,Ada,Ada,Tiada
902,113.960184,4.092792,21-13190227,KK TUN HAJI OPENG,JALAN TUN HAJI OPENG,98000,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,70,KK6,085-424722 (PKB),085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
903,113.632791,3.792727,21-13190349,KK JAMBATAN SUAI,JAMBATAN SUAI,98000,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,93,KK6,085-474722,085-422234 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
904,113.625350,3.712650,21-13190395,KK LONG JEKITAN,"D/A PEJABAT KESIHATAN BAHAGIAN MIRI, JALAN TEMENGGONG OYONG LAWAI JAU",98000,LUAR BANDAR,PK BAHAGIAN MIRI,MIRI,MIRI,SARAWAK,32,KK7,085-424722,085-422284,Ada,Ada,Ada,Ada,Ada,Tiada
905,112.541108,2.931568,21-13200046,KK BALINGIAN,BALINGAN,96400,BANDAR,PK BAHAGIAN MUKAH,MUKAH,MUKAH,SARAWAK,34,KK7,084-484146,084-872459 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
906,112.586830,3.012981,21-13200085,KK KUALA BALINGIAN,KAMPUNG KUALA BALINGAN,96400,LUAR BANDAR,PK BAHAGIAN MUKAH,MUKAH,MUKAH,SARAWAK,25,KK7,084-484265,084-872459 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
907,112.316249,2.534248,21-13200097,KK LDG. SAWIT,KAMPUNG LADANG SAWIT,96400,LUAR BANDAR,PK BAHAGIAN MUKAH,MUKAH,MUKAH,SARAWAK,38,KK7,084-805166,084-872459 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
908,112.266990,2.619000,21-13200161,KK NANGA TAROH,KAMPUNG NANGA TAROH,96400,LUAR BANDAR,PK BAHAGIAN MUKAH,MUKAH,MUKAH,SARAWAK,10,KK7,011-257484,084-872459 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
909,111.900492,2.831201,21-13200245,KK KAMPUNG TEH,KAMPUNG TEH,96300,BANDAR,PKD DALAT,DALAT,MUKAH,SARAWAK,19,KK7,084-805733,084-872459 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
910,111.762320,1.689770,21-13210135,KK NANGA ENTAIH,KAMPUNG ENTAIH,96150,LUAR BANDAR,PKD PAKAN,PAKAN,PAKAN,SARAWAK,33,KK7,084-775501,084-654402 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
911,111.615930,1.835520,21-13210152,KK NANGA WAK,KAMPUNG WAK,96150,LUAR BANDAR,PKD PAKAN,PAKAN,PAKAN,SARAWAK,148,KK5,083-434008,084-654402 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
912,111.737390,1.916160,21-13210160,KK NANGA KARA,KAMPUNG NANGA KARA,96150,LUAR BANDAR,PKD PAKAN,PAKAN,PAKAN,SARAWAK,50,KK6,084-775502,084-654402 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
913,111.676500,1.886360,21-13210166,KK PAKAN,PEKAN PAKAN,96150,LUAR BANDAR,PKD PAKAN,PAKAN,PAKAN,SARAWAK,166,KK4,084-719226,084-719225,Ada,Ada,Ada,Ada,Ada,Tiada
914,111.737390,1.916160,21-13210388,KK KEMALIH,"KLINIK KESIHATAN KEMALIH,ULU ENTABAI",96150,LUAR BANDAR,PKD PAKAN,PAKAN,PAKAN,SARAWAK,10,KK7,019-8122716,-,Ada,Ada,Ada,Ada,Ada,Tiada
915,110.489150,1.457880,21-13220083,KK KOTA SAMARAHAN,"KOTA SAMARAHAN, JALAN DATUK MUHAMAD MUSA",94300,BANDAR,PK BAHAGIAN SAMARAHAN,KOTA SAMARAHAN,SAMARAHAN,SARAWAK,420,KK3,082-673626,082-673632,Ada,Ada,Ada,Ada,Ada,Tiada
916,110.543587,1.572737,21-13220179,KK SAMBIR,KAMPUNG SAMBIR,94600,LUAR BANDAR,PK BAHAGIAN SAMARAHAN,KOTA SAMARAHAN,SAMARAHAN,SARAWAK,84,KK6,082-436384,082-436384,Ada,Ada,Ada,Ada,Ada,Tiada
917,111.118640,1.808330,21-13230079,KK KABONG,"KABONG, BETONG",94650,LUAR BANDAR,PK BAHAGIAN BETONG,KABONG,SARATOK,SARAWAK,140,KK5,083-411211,083-471870 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
918,111.413911,1.842088,21-13230154,KK NANGA ATOI,KAMPUNG NANGA ATOI,95400,LUAR BANDAR,PKD SARATOK,SARATOK,SARATOK,SARAWAK,25,KK7,083-567400,083-471870 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
919,111.507430,1.761350,21-13230157,KK NANGA BUDU,KAMPUNG NANGA BUDU,95400,LUAR BANDAR,PKD SARATOK,SARATOK,SARATOK,SARAWAK,35,KK7,083-589300,083-471870 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
920,111.181900,1.936950,21-13230164,KK NYABOR,"KAMPUNG NYABOR, ROBAN",95300,LUAR BANDAR,PKD SARATOK,SARATOK,SARATOK,SARAWAK,63,KK6,083-411068/ 083-326320,083-471870 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
921,111.309680,1.881280,21-13230177,KK ROBAN,PEKAN KECHIL ROBAN,95300,LUAR BANDAR,PKD SARATOK,SARATOK,SARATOK,SARAWAK,56,KK6,083-427244,083-471870 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
922,113.968928,4.367197,21-13240055,KK BALAI (BAKAM),BALAI,96100,LUAR BANDAR,PK BAHAGIAN SARIKEI,SARIKEI,SARIKEI,SARAWAK,24,KK7,084-651077,084-654402 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
923,111.519300,2.122310,21-13240182,KK SARIKEI,"SARIKEI, JALAN HOSPITAL LAMA",96100,BANDAR,PK BAHAGIAN SARIKEI,SARIKEI,SARIKEI,SARAWAK,1436,KK1,084-658652,084-651091,Ada,Ada,Ada,Ada,Ada,Tiada
924,112.128064,2.351784,21-13250149,KK SEKUAU,KAMPUNG SEKAU,96000,LUAR BANDAR,PKD SELANGAU,SELANGAU,SELANGAU,SARAWAK,44,KK7,084-805193,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
925,112.329110,2.527674,21-13250188,KK SELANGAU,KAMPUNG SELANGAU,96000,LUAR BANDAR,PKD SELANGAU,SELANGAU,SELANGAU,SARAWAK,208,KK4,084-894320,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
926,112.662000,2.736190,21-13250205,KK SUNGAI ARIP,KAMPUNG SUNGAI ARIP,96000,LUAR BANDAR,PKD SELANGAU,SELANGAU,SELANGAU,SARAWAK,16,KK7,086-469603,084-331492 (PKB),Ada,Ada,Ada,Ada,Ada,Tiada
